text,sentiment,label
@user Yo man @user wants you to wear a Dawgs jersey! Boise State jerseys are going out of fashion on September 4th. #UGADAWGSWAG,Neutral,1
It is a big day in Henryville as students displaced by the March 2 tornadoes finally return to class at their new...,Neutral,1
Jays' Price is money against the Orioles: Griffin: Lefty David Price had an opportunity Saturday against the O...,Neutral,1
I'm like a little kid the night before going to Disneyland! Can't wait to be in #Houston tomorrow for @user game! #freezeTAMU #ASU,Positive,2
"""Remember our screening with members from Invisible Children is this Wednesday, September 12th from 7 to 815 pm at Culler Hall 046 for free!""",Neutral,1
On a Wed at 10am the Queen always calls David Cameron and pretends to be Frank Bruno. Cameron falls for it every time #QueenFacts,Neutral,1
"""May it Jason Derulo, Sean Kingston, Kanye West or Justin Timberlake. Just a loud music is relaxation. Some moment to forget the world.""",Positive,2
"@user don't question the monarchy, but look at its butthurtedness. Then, tomorrow, look! Baby pictures. Prince George and shit.""",Negative,0
"""Holm for Rousey on Jan. 2nd, not Cupcake. Haven't been even slightly impressed with Holm yet. That's another paddling. #AndStill""",Negative,0
"@user Got Asiata @ start of WK2, let him get two good games and sent him in a trade for a '15 2nd, same guy just offrd him bk for 3rd""",Neutral,1
"""Wait, they (MYSA) actually have a pretty good record at the 2nd largest tournament... the Norway Cup.",Positive,2
Anyone of you fancy joining me at Arsenal v Stoke on Sat?  I have 1 spare ticket (sat next to me) - 3pm kick off,Positive,2
"How r the Christian ""Right"" going 2 accept this from 1st lady when Flotus Michelle Obama got slammed 4 her bare arms",Negative,0
"Happy first day of school tomorrow, Bentley! #BackToSchool",Positive,2
@user @user The mic batteries are running out! Murray 3-1 up 2nd set with a break. Matchsticks needed for my eyes here!,Neutral,1
"""I still can't believe my laptop charger broke... It may take me a while to replace it as well, so PS4 streams are taking over the channel!""",Ambivalent,3
Someone take me to Charleston with them Tuesday...,Neutral,1
@user @user hit Cool Out at the Gin Mill for a special Sunday night edition. Then Doublewide or the Goat for the late night!,Positive,2
I honestly am 100% burned out with school. I may just end this education journey now. I cant stand this stress anymore.,Negative,0
Video: Unsold Simpsons stamps cost USPS $1.2 million: The U.S. Postal Service had marked the 20th anniversary of...,Neutral,1
Since yesterday was the 10th anniversary of the worldwide celebration of International Talk Like A Pirate Day....,Neutral,1
Kendrick Lamar - Black Friday (A Tale Of 2 Citiez Remix) (Lyrics on screen) via @user  King kunta the GOAT,Neutral,1
Tonight's YouGov poll is the first since last Wednesday to show a Labour lead.,Neutral,1
You knw wat I'm Waf with Morris hall boys on twitter though they all go cause they 2nd floor team u feel me,Neutral,1
"""The Mets get to see the ring ceremony. That's the """"message"""" they send to Thor.",Neutral,1
That was absolutely the most amazing episode of Monday Night #RAW #MINNEAPOLIS ALL HAIL BROCK LESNAR!!!  #BrockHomecoming,Positive,2
Had a debate with my Aunt about Donald Trump. I think I may have one! #ThanksObama,Neutral,1
"""Kris Bryant is on fire homering twice, finishing with three RBI and four runs scored in Sunday's 9-3 win over the Braves.  #Cubs #MLB""",Positive,2
Plies at center stage next Friday lol you better go get yo man! @user,Positive,2
omg the music video comes out tomorrow! Btw I still can\u2019t get over Harry\u2019s voice :\u2019),Negative,0
Knowing I can stay up all night coz its saturday and I can sleep in on Sunday just makes me sleepier on Sat nights,Neutral,1
Haven't been to my Friday class yet but I seen that shit and pretty girls are in it so it's Gucci,Ambivalent,3
"""W fact: The most spoons balanced on the face is 17 by Aaron Caissie of Canada, in Milan, Italy, on 18 April 2009.""",Neutral,1
@user U athleticism and fighting spirit conquer the 1st place over John Cena. The champ is here!,Positive,2
God....we get that Mad Man preview and now the boys are on Radio 1.... HAPPY NOVEMBER 1st TO THE TWFANMILY,Positive,2
"""\""""""""@OriginalKingD: So you want people like Chief Keef & Ted Nugent to have guns. c\u2019mon son #debate\""""""""""",Negative,0
@user @user Is it true that Pappu may visit Yakub's family after inspiring the FTII junkies sufficiently in Pune?,Neutral,1
"""Carol, a period romance set in 1950s New York and starring Cate Blanchett, topped nominations for the Golden Globes on Thursday, as""",Negative,0
@user Love Winter Soldier. Incredibly close 3rd cause of its ramifications on the MCU. But I had too much fun with Ant-Man.,Positive,2
Group backing Scott Walker is spending more than $8M on ads in SC starting early Nov through the primary:,Neutral,1
#sunsetcinema continues next Thursday with RED TAILS\u002c a fantastic portrayal of the Tuskegee Airmen in action,Positive,2
Next time Dustin Johnson tees off on a Sunday in contention in a Major want him decked out in Godolphin blue #uspga,Positive,2
"""Really has to start watching the Sharknado movies now. They'e already on 3 and announcing a 4th movie, and I have yet to see even 1 /o\""",Positive,2
@user Everything ok Curtis? That's the 5th time you followed and unfollowed me....one more time and ......,Neutral,1
Big game with VCU tomorrow night! Second-place is on the line. #LetsGoX,Positive,2
.@SemCasinoCoCo #PickSix: Dana White announcing Holly Holm's next fight won't be until a July rematch with Ronda Rousey is _____. #HomeTeam,Neutral,1
World Bank to lend to Burma for the 1st time in 25 years - BBC News #Burma,Neutral,1
"""RT @user @user I'm going to the Arsenal ladies v Everton tonight, I'm nervous already. #FAWSL""",Negative,0
National Hot Dog day means free wieners on Thursday - The News Journal - The News Journal,Positive,2
"""Picked up a PS4 controller for PC gaming, very pleased. Day and night difference compared to the cheap 3rd party gamepad I've been using.""",Positive,2
#Strikeforce Results: In an instant MMA classic\u002c Miesha Tate & Julie Kedzie went to war. Tate pulled out the W with sub at (3:28) of the 3rd,Neutral,1
"Amazon Prime day is like going on the 3rd date with a gal, and when you finally get her panties off she got a dick!",Negative,0
Kyle Seager went 3-for-4 with a solo home run and a walk in Friday's win over the White Sox. #Mariners #MLB,Neutral,1
"@user If there's one thing I can guarantee Monday, it's Janet Jackson worship, which I'm always here for.""",Positive,2
@user yes they do &amp; its sad that Kerry being the 1st AA woman in 40 yrs to b lead on a show was reduced to a guest star on her on show,Negative,0
.@washingtonpost alleges that Lexus dealers are besieged with haggling-averse millennials eager to pay asking price:,Neutral,1
@user DM me your number and I\u2019ll send you a pic of the dress I\u2019m wearing Wednesday. It\u2019s perfect for being the Black Dahlia.<3,Positive,2
Oct. 2 is almost too far away for me to wait for the return of #Dexter!,Negative,0
RT @user My Tampa bay bucs gone crush the sorry ass phins tonight,Negative,0
CFB starts off a great weekend with #20 Utah taking on Oregon State tomorrow at 10pm @user,Positive,2
"@user Watched last week's Jersey Shore last night, you put your own head into the wall? Seriously, CRAZY! atleast Ronnie didn't!""",Negative,0
Oscar-winner Cate Blanchett may soon be joining the Marvel universe.  YES YES I DONT CARE WHAT SHE WILL PLAY YES YES,Positive,2
Nick Gillespie on Real Time with Bill Maher\u002c Friday 12/22\u002c With Kirk Douglas\u002c Rachel Maddow\u002c Mort Zuckerman\u002c &amp; M...,Neutral,1
Cuse game the 21st... I'm there pops!,Positive,2
"""Have you gotten your tickets to see Terry McMillan at the MGM Grand on Thursday, 11/1? If not, go here to get your...",Neutral,1
The Big L is strictly gunplay I run thru church n pistol whip the priest every Sunday. DAMN :|,Negative,0
can you believe it's the 13th and I still have unopened bags of Halloween candy???,Positive,2
Want to see the All-Star game tomorrow #suffolk,Positive,2
Justin has been my bitch since the 6th grade,Negative,0
Labor day deserves an entire week off from school instead of just a monday. #LaborDayWeek,Positive,2
"""Dustin Johnson rolls to a Thursday clubhouse lead in a major, of course: Perhaps it's a good thing Dustin John...",Positive,2
Going to sunderland vs villa on saturday.. Dont hold the highest hopes for a good match,Negative,0
Im going to IHOP after work tomorrow. Fuck it.,Positive,2
They girls still didn't get a selfie with Nicki n I was actually hoping for that more than the award. May the manips continue to rise smh,Neutral,1
"""Kane should have scored, but Howard made a great play on that (and the Toby header). Optimistic for the 2nd Half! #COYS""",Positive,2
"@user make sure to leave the Dunkin at home tomorrow, don't want Sharpe to snap on you again""",Neutral,1
"""I tried to tell a coworker that I wanted to bring drinks to six flags and she said """" I think we may be stopping by dunkin """"....""",Neutral,1
"""I'm just honestly so blessed that otra is on a Tuesday they're looking out for me because Sunday, Wednesday and Thursday is Big Brother""",Positive,2
"""Total rainfall @ BDR since September 1 is 7.64\"""""""" which is more than double the normal (3.72\"""""""") through the same period.""",Neutral,1
[Sportsnet: Sports Net] Ortiz posts club-record 9th 30 homer season with Red Sox #BlueJays #Jays,Neutral,1
The problem with Aus not being big into Halloween is that you go straight from Xmas-in-July to Xmas. There's no extra holiday.,Negative,0
Just a reminder No Brewery Yoga this Saturday September 12th. Still come and celebrate with Aardwolf Brewery for...,Positive,2
"""Good Morning #PR World - wishing you a great Thursday! Did you know that today, July 23rd is National Hot Dog Day?""",Positive,2
"Sitting in my office, window open, sun shining in, listening to my ipod, wondering exactly what the catch is with this job.",Positive,2
Kerry calls Russia about possible buildup in Syria: Secretary of State John Kerry came to Cuba on Friday and r......,Neutral,1
"""Get out!! but it may be too late to save your country. You can blame Tony Blair, George Bush and Merkal. A sad...",Negative,0
"""GOOD MORNING!!!  Coffee in hand, and it is FRIDAY!",Positive,2
@user Hahaha you clearly have never seen AF live. Clueless. Regarded by Rolling Stone as the 4th best live band around.,Positive,2
@user I think the tapes are March/April while Soundwave is Dec,Neutral,1
told my mom I'd go to practice tomorrow but I think I might walk to dunkin once she leaves,Positive,2
@user so if Martin gets 15 in the first three quarters and none in the 4th when Harden usually takes over he had the same impact?,Neutral,1
Use code PUMPED on Nike's clearance to get an extra 25% off. Ends on the 7th.,Positive,2
I feel like Sam Smith may be the reincarnation of Jesus Christ,Positive,2
I may not like Sydney dalton all that much but she fucking met Harry and Niall m e t  t h e m,Negative,0
Happy Day After International Talk like a Pirate Day Sept 19th!!! Some great Pirate facts in the latest edition...,Positive,2
"@user my lock screen is currently a pic of Katy Perry, it will be a picture of Sunny when I get my new Samsung on Tuesday.""",Neutral,1
Bobcats open tomorrow night against the Pacers,Neutral,1
Seth Rollins becomes the 3rd man in history (Goldberg &amp; Booker T) to hold both World Championship &amp; United States Championship #SummerSlam,Positive,2
"""Just think some misguided girl is in the VIP tonight suckin dick & will wake up to 87,000 hits on WorldstarHipHop tomorrow  #BETHipHopAwards""",Negative,0
trying to finish reading Paper Towns so that i can go see the movie tomorrow!,Positive,2
"""Be inspired by a stunning fashion parade from CIT fashion students at the Belconnen Arts Centre Melbourne Cup Lunch, it's on 6 November.""",Positive,2
Tickets will be sold at the Dance tomorrow for current AHS students only.  Visitor tickets will already have to be bought and approved.,Neutral,1
"The moment I truly fell in love with Will was at the beginning of Sakizuke, when he plays Hannibal for the 1st time. #Hannibal #rewatch",Positive,2
Seems like Snoop Dogg may need to make way for the title of World's Greatest #Stoner for a certain W. Shakespeare |,Neutral,1
Bautista: We've got David Price going tomorrow. I don't think they feel good right now going home. (2 of 2),Negative,0
"""Wrap-up: Broncos 34, Saints 14:  Thoughts on the New Orleans Saints' 34-14 loss to the Denver Broncos on Sunday ...",Negative,0
@user @user We saw the Foo Fighters Thursday night. It was an awesome show!,Positive,2
Waaahhh I want to cry when I see Radio City because I wasn't there on the 11th to see the boys.,Negative,0
next monday = Vampire Diaries are back! watch it :) very happy now :),Positive,2
"""Did you know, Lady Gaga reads \""""Letters to a young poet\"""" every morning?",Neutral,1
Don\u2019t get me on the topic of Andrew Breitbart again. I cried like a child last Saturday.,Negative,0
#np The Way You Make Me Feel - 2012 Remaster by Michael Jackson from the album Bad 25th Anniversary.,Neutral,1
@user ~ remembering how he and Thor sat here in the exact same place years ago. He manipulated Thor into attacking Jotunheim ~,Neutral,1
"@user @user lol I will take Nat's word & give it a try. I may go back 2 Supernatural later, watching Arrow, Last Resort now 2""",Positive,2
AC/DC tomorrow at Ford Field. Someone is going to be tired on the second day of 6th grade. #butitshisfavoriteband \m/ \m/,Positive,2
Rousey vs. Holm may be the biggest waste of a UFC card I've ever seen.,Negative,0
"""'IS 'blows up' major Palmyra temple' (via Islam may be peace, it's not culture.""",Negative,0
"@user sahib,i think its too late.U should be there on 1st,2nd OR 3rd day of Eid.Why u r always late??""",Negative,0
#BloodySunday Martin McGuinness admitted he was the IRA  gunman who sparked 'Bloody Sunday' with a single shot,Negative,0
@user @user I went to 2 Zootv gigs at the MCG 1 gig I was 4th row I was so close to U2 I was 25 my voice was gone yelling at U2,Positive,2
Good Morning my Friends\u002c wish You very nice Friday with love\u002c peace\u002c Art and mutual respect -:),Positive,2
Booker T will be addressing the Hulk Hogan controversy this Saturday night on his Heated Conversations podcast.,Neutral,1
"Interesting Sunday read on the rise, fall and rebirth of Google+.",Positive,2
@user @user then this shit better fucking end tonight Briana and I don't want to hear anything from you tomorrow or ever,Negative,0
"""ICYMI, here is the review of @user Moto G (3rd Gen), a worthy upgrade!",Positive,2
I'm going out for breakfast tomorrow and I'm going to tell everyone I see to buy Calibraska on iTunes @user,Positive,2
Seeing everyone's posts at the Mid state Fair getting for Jason aldean is making me so excited for tomorrow :),Positive,2
Has Randy Orton just thought about bringing a sun lamp and using it on Shamus to end the match? #WWEBattleground,Neutral,1
@user I just want to change the first flight. From Sydney to LAX. There's one at 1140am on the 30th December.,Neutral,1
I will cry til oct/nov if I get to see Justin bieber in a private box at the o2,Positive,2
Sam Smith confirms he will sing theme to new James Bond film Spectre - The Guardian,Neutral,1
@user @user all Android wear is comparable with iOS now I believe. I may be wrong though,Neutral,1
@user @user Did you see that Ric Flair will be at Dreamwave on January 2nd?,Positive,2
ok so who's trynna go see Justin Bieber with me in March ???,Neutral,1
@user @user @user @user Barca may have more points but Real Madrid play the better football,Positive,2
Kane might just be going thru that 2nd season syndrome,Negative,0
#SteelerNation send our boys 2 the 2013 NFL Pro Bowl. via @user Ur vote actually counts\u002c unlike the Nov 6th election.,Neutral,1
Onto the 9th season of Greys Anatomy.,Neutral,1
"""Best of luck to the 8th Grade CBC RUSH students on the Chapin C Team Football.  Let's go Caleb, Jarrett, and Shawn!  Praying for you guys!""",Positive,2
@user @user @user the States ensured SCOTUS could take this action by enacting 14th Amendment,Neutral,1
At Bolton 6th form college... A Level celebrations for tonight include watching a DVD and staying in with the dog + a bottle of vodka #wild,Positive,2
Idk if this is or not but shoutout the lil bro Lani for scoring the first TD last Friday night (sing Katy Perry...,Positive,2
"""Real Madrid get better of De Gea saga, Barca goalies also under pressure: While transfer deadline day may have...",Neutral,1
"""Senate building open to the public on Saturday 3 November: (AGI) Rome - Palazzo Madama, the Senate building, wil...",Neutral,1
@user @user It may be the Muslims will still want to colonize &amp; take over- that's the goal of Islam-world domination. #Ccot,Negative,0
"""Los Angeles, Calif. (KTLA) A magnitude 3.9 earthquake jolted parts of the Los Angeles area on Sunday morning at  ...",Neutral,1
"I may be as excited for The Martian as Star Wars and Batman vs Superman, and just behind Captain America: Civil War.",Positive,2
"""Its fire how in #StraightOuttaCompton they show Ice cube working on """" friday"""" the movie b4 it ever existed in real life""",Neutral,1
If you are in Vancouver this weekend\u002c check out @user on Sat. at 20:00 @ The Commo in Vancouver\u002c BC #concert,Neutral,1
UEFA Women\u2019s Champions League update\u002c including @user scoring in a game with lots of Americans:,Neutral,1
"""George Osborne and IDS should write a joint article in the Sun thanking Burnham, Cooper &amp; Kendall for their support on the Welfare Bill.""",Positive,2
Come out on Monday to watch THE WOMAN IN BLACK w/ the MODEL UN! Free Entry! Concessions w/ donation!! #SSU #,Neutral,1
O'Brien: #PennState players came back Monday ready to go. Said he believes they and coaches have put Ohio State game behind them.,Neutral,1
Who's going to Jason Aldean on Friday?,Neutral,1
Search around Black Friday much higher compared with Amazon Prime day @user,Neutral,1
@user he should walk straight to barca's 1st team.,Positive,2
"""Roman got Bray Wyatt hard on Monday. Tonight, he teams with Dean Ambrose to face Sheamus and Big Show. #SmackDown""",Neutral,1
@user yes! Both and oneil told me not to come in unless it\u2019s gone tomorrow haha,Neutral,1
Dustin Johnson being in the lead after 1 day is like a 16 seed being up after the 1st 10 min of a game in the NCAA Tournament...,Positive,2
SUNDERLAND WEEKLY GAY FRIENDLY EVENT tomorrow at the The Basement. Get on the event for guest list !!...,Positive,2
My mom is going to the Chris Brown concert tomorrow.....,Neutral,1
'Justin Bieber' appeared on Thursday 24 at the 6th place in the Top20 of Norway's Trends: #trndnl,Neutral,1
become a father. The 1D fandom is a majority of teenagers with hormones that may not be controlled and they say things they want. If Briana,Neutral,1
"""Joe Biden may join Bernie Sanders in the Democrat primary... I thought the Democrats were opposed to fossil fools!"" ~ Emily Zanotti,",Negative,0
Meisha Tate MIGHT have lost to Rousey twice BUT is still deserving of a 3rd shot cause she earned it by grinding in the #UFC,Positive,2
Anyone fancy giving me a ride from Guildford to Mitcham tomorrow at about 6pm?!,Neutral,1
QB Printers didnt start. WR Avery starts and scores on 1st poss. 27-31 @user down to the Wichita Wild,Negative,0
"""#Yugadu Panthers vs. Packers: Breaking Down Carolina's Game Plan: On Sunday, the Panthers head to Green Bay to...",Neutral,1
Patrick Townsend is hosting a webinar on August/26/2015 on overcoming the security challenges on the IBM i.   Time PST:10:00am. EST:1:00pm.,Neutral,1
Really looking forward to the Passion 4 Pink event tomorrow night at Medusa in Brownsville. It\u2019s perfect for a...,Positive,2
So Conor McGregor is ALREADY the favorite leading up to the fight in December. I feel the odds will fluctuate quite a bit! #UFC #UFC194,Positive,2
That James Rodriguez goal just now may be the nicest goal Red Bull Arena has ever witnessed. What a talent.,Positive,2
"@user Moto G 3rd Gen with android 5.1, 2GB RAM, upgraded 5MP front &amp; 13MP rear camera, 720P display,4G LTE &amp; water resistant""",Neutral,1
Base case is ES 1899.xx as the high tomorrow and close below SPX 200d SMA. And then huge gap up and run up on Thursday.,Neutral,1
Gucci rain coat w the hood to hide my identity on this fine Monday morning,Positive,2
"@user I apologize for the inconvenience. I'm with Ira, may I know if you're still unable to use your Spotif...",Neutral,1
. @user may just be the ultimate face melting summer rock band. Can\u2019t wait to see them again at Soundwave,Positive,2
only going to school tomorrow because nicki told me to...,Neutral,1
Aww! Matt Cain just given a key to the city &amp; a proclamation of June 13th as Matt Cain Day in SF for his perfect game. Yay Matty! #MattCain,Positive,2
"""What a pitch by #bluejays David Price, striking out Texteira unscathed with #Yankees on 1st &amp; 3rd #jays #cometogether""",Positive,2
on january 1st i said this was going to be zayn's year but i had no idea,Neutral,1
@user Seeing you tomorrow night in #Houston. Would love to hear you sing Landslide by Fleetwood Mac. #fanrequest,Positive,2
NFL Commissioner Roger Goodell says he may cancel the Pro Bowl: Would you care if there was no Pro Bowl?,Negative,0
"@user its out today on Xbox1 and PS4, its PC, 360 and PS3 that are getting it on the 9th and 10th, PS4 will be around 5pm and 2pm on Xbox""",Neutral,1
@user of an attack with Sophos first EUROPEAN vendor SECURITY solutions(@ Living Tomorrow)...,Neutral,1
Appeals Court Hears Challenge to Florida Drug Testing Law: Arguments were heard in the 11th Circuit Court of App...,Neutral,1
And it looks like Rick Perry is the 1st GOP domino to fall.,Neutral,1
@user hey we're going to Disneyland tomorrow if you wanna join us!,Positive,2
"""August 26 is National Hot Dog Day - don't worry about what's in them, just enjoy!""",Positive,2
The Texas Rangers did a nice job today and Josh Hamilton is able to hit his 5th home run and he did a great job today.,Positive,2
@user Dutch Uncles obviously \u2019crept up on you\u2019 more than u realise \u2019Dutch Uncles\u2019 LP on Tapete pre dated Cadenza... are on 3rd now!,Neutral,1
Amazon Prime Day is not the new Black Friday as British retailers have little appetite for mega sales... yet.,Neutral,1
it's July 45 and there is still no news of the new Frank Ocean album,Negative,0
@user June:) Isn't that the one with the outfits from Styled To Rock?,Neutral,1
Drink in my hand by Eric church is the perfect song for leaving work on Friday,Positive,2
"""\""""""""@RBKD: Rui En\u2019s off to Macau tomorrow for the filming of Poetic Justice. And here\u2019s a note from her :)",Positive,2
@user I have faith that tonight I may win an iPod which would mean the world to me and I would treasure it qith my life,Positive,2
whats up with 9th graders obsession with weed and bob Marley ? pretty sure your mom would wipe your ass if she sees your posts about it ...,Negative,0
Note to self for tomorrow: Come to Tim McGraw much earlier than you did for Eric Church... The track entrance is moving SLOW.,Positive,2
"""Cute &amp; good idea: show the real Israel, far away from biased headlines!",Positive,2
MT @user You should get to use your extra Daylight Savings Time hour whenever you want to... I wanna use mine on Friday at 4pm.,Neutral,1
... Mumbai \u2019A\u2019 against England in the visitors\u2019 2nd practice game from November 2 to 5. Mumbai \u2019A\u2019 to be led by Suryakumar Yadav and,Neutral,1
""".. & i probably won't even be on when Justin does his RT/Follow sprees cuz of the time difference. Plus, he may not even tweet as much (C)""",Negative,0
Cate Blanchett May Star in Marvel's 'Thor: Ragnarok':  The award-winning actress is reportedly in the middle o...,Positive,2
Rafeef Ziadah is joining us at the Rich Mix alongside Mark Gonzales this Monday!,Neutral,1
@user new series on BET starts tomorrow about Chris Brown's life !!!,Positive,2
How did 5h beat Bad Blood? May the world never know,Neutral,1
"""Iran """"IBNA - 12th Book Review Festival held based on scientific principals"""" - [As about as dry as it gets?]",Neutral,1
Wrapping up our Tuesday we have a Robin lead....  Bee Gees with Saved By The Bell,Positive,2
What I love most about this is that every hag will be on DCUM tomorrow talking a t how trashy Nicki or Bey is. When clearly...#VMAs,Positive,2
Meetings in Edmonton tomorrow morning. Shopping in the afternoon. Football game in the evening. Drinks afterwards? Where?,Neutral,1
"Check Out: ""Siri on the iPhone 6S may be always listening for your voice""",Neutral,1
Oh gosh\u002c we\u2019re playing Taylor Allderdice tomorrow. Scouting report says they just got a new left mid who goes by the name of Wiz Khalifa,Neutral,1
You can watch the LIVE #apple special event.  Join Apple here on September 9 at 10 a.m. PDT.  #iphone #ipad,Neutral,1
today's goanna be one looooong ass day because Calibraska comes out tomorrow,Negative,0
"""I'm going to Machine Head at Sala Razzmatazz in Barcelona, Spain - Nov 15",Neutral,1
My heart hurts I really need to shawn when he goes on my bday to Texas in October I hope I find tickets some how:(,Neutral,1
"""we have still one schedule left,around 20-25 days work left with SRK . We finish that in Nov &amp; then Raees is ready for next Eid - Ritesh""",Neutral,1
Banging on The #RollingStones on a Friday night with @user to start the weekend - after-hour Nirvana.,Positive,2
Hurray @user for telling the truth about George Osborne's Northern powerhouse fairy stories #jeremy4leader,Positive,2
Justin's gonna be on Ellen on Friday I'm SO EXCITED I love when he's there,Positive,2
"""Japan and Korea did it in 70 years. India and Pakistan can do it too. And so can eventually, Palestine and Israel. May just take longer.""",Neutral,1
Catch Rainbow Valley at the @user #IMAF2014 Gala. Oct 26 @user,Positive,2
David Wright is a beast and Harper needs to come to Philly we will stay till the 9th if you play for us. @user,Neutral,1
@user about recycling - our group is glass - tomorrow we must do folio about glass i think - ask Mysa lah xD,Neutral,1
"""It was so dope to see Ice Cube writing """"Friday"""" in the NWA movie""",Neutral,1
@user The election at United Car Wash continues through next Tuesday .As you will recall\u002c United car Wash at 1575 Madison Road.,Neutral,1
"""Planned Parenthood Subject of Nationwide Protest on Saturday // If Christians should ever protest, now is the time.",Neutral,1
"""China Week ends with Jon Huntsman\u2019s lecture\u002c \""""US / China Relations During an Election Year\u002c\"""" on Monday at 7:30 p.m.",Neutral,1
Tonight don't miss @user @user and Thursday night @user for the Splash Dance pool party,Positive,2
HT edit dt 3 Sept: Centre must heed Mr Hamid Ansari &amp; plumb the full depths of Muslim exclusion . Ensure Muslims full rights as citizens,Neutral,1
@user we have a request to play Girls Gone Wild at the party tomorrow!,Neutral,1
@user @user well then\u002c have fun not trick or treating. I\u2019ll be in br doing it Wednesday\u002c and Thursday in Zachary. BITCH.,Positive,2
Sun setting on the Columbia river while the Zac Brown Band wails out Homegrown!#theshit,Positive,2
Being able to wake up before the sun rises and not depend on coffee is pretty convenient...still gonna buy some joe tho lol,Positive,2
Wednesday's FEC filing will name some of Koch donors for the first time.  via @user,Neutral,1
Will @user @user @user @user or any other SES grads be at the FHSU vs. KSU WBB game tomorrow?! #comeseeme :),Positive,2
A few days ago @user said Ice cube may be the bet rapper lyrically I'm starting to agree,Positive,2
"""after the VMAs last night, Nicki gave me the courage to stand up against my math teacher who wrongfullyy marked me absent last thursday""",Positive,2
"This is the first thing that ever blew me away by the Grateful Dead | Viola Lee Blues [May 2, 1970] - YouTube",Positive,2
"""The girls will be attending the 2015 @user in Milan, Italy on October 25th before they take on Europe for their first European Tour!""",Positive,2
"""Should I even bother with the TCA tonight, or is Justin fucking Bieber and stupid ass Twilight going to win EVERYTHING?""",Negative,0
A reminder to all Hong Kong Optimist Sailors: you must pre-book your Prizegiving Curry Buffet for Sunday. Deadline...,Neutral,1
Trump paid $200 to hear Adams speak about Irish peace process less than 4 months before huge IRA bomb on 9 Feb 1996,Neutral,1
So only the independently wealthy?!? Rick Perry's campaign staff is working for free 99. #SkimmLife via @user,Neutral,1
closing the Halloween party Friday night @ Rum Runners.,Neutral,1
"""(OFF TOPIC) - there is only 3 episodes on the first disk of #Dexter. Please hurry, @user with the 2nd #fitblog""",Neutral,1
Heading to @user media day\u002c which gets underway shortly here in SF.  Good news early on\u002c with Stanford picked to finish 4th in media poll.,Positive,2
And that is why messi is the best in the world. Good game though. Now to wait till October 10.,Positive,2
"@user If you can wait until tomorrow, Cowboys and Aliens comes out.""",Neutral,1
"""Mihajlovic had dinner with Berlusconi on Friday, Silvio told Mihajlovic that he's not happy with the way Milan started the season [Gazzetta]""",Negative,0
The #LAKings hve been so good on #NHL13 that the real team might disappoint me. Jeff carter has 43 goals thru January. #IsThatPossible,Positive,2
"Kootenay Pride Parade 2015 3pm SEPTEMBER 6, 2015 Back for its 19th year, the Pride Parade is the most visible...",Neutral,1
"My weekend plans: Play Fallout 3, see Magic Mike XXL with my sister &amp; D&amp;D on Sunday. What are everyone else's plans?",Positive,2
For the fist time in Milan #Photo #Exhibition of Vivian Maier at @user Via Mervagli 5 until Jan 31st,Neutral,1
Don't Forget to Join #NAIPod LIVE Tomorrow at Noon on  We're Taking YOUR Calls on the Hulk Hogan situation  Be Heard,Neutral,1
"""Try as I may, I just can't get excited for Celebrity Big Brother or standard version. It needs a break for s few years #cbb #BigBrother17""",Negative,0
"""Indian Prime Minister Narendra Modi on Thursday unveiled a string of labour reforms, seeking to fulfil a pledge to boost the country's ma...""",Neutral,1
MLW Radio Extra! @user @user talk the Hulk Hogan situation and Disco plots his revenge against @user,Neutral,1
Sharks in 2nd place on the Currie Cup log behind the Lions. Geuss whos last...Bulls haha,Positive,2
"""I'm going to sing Different Summers on Monday, by Mitchie Torres/Demi @user ..""",Neutral,1
End of 2nd 3-2 Predators ... Preds will be short handed to start the 3rd.,Neutral,1
Frustration for Kobayashi\u002c Perez in India: Reaction from Sauber\u002c Caterham\u002c Marussia and HRT after the Indian Grand Prix on Sunday.,Negative,0
@user Wow really? I go to Mexico every December to spend the holidays over there.(:,Neutral,1
Breaking news: I'm going to Youmacon with my sister on Saturday. I will be dressing up as every character from Naruto.,Neutral,1
"""After knocking out some fighter in the 2nd round\u002cMuhammad Ali walks up to him and says \""""you ain\u2019t got no biz being in the biz\"""" #swag""",Neutral,1
"Register now for the Exertis &amp; IBM Storage Systems Group Know Your Product Event, Thursday 10 Sept @ Exertis Ireland.",Neutral,1
Presenting the 5th annual Eid family fun day. See me perform an lots more from 10:30-7pm 26/7/15 address TW4 5HU,Positive,2
London. Spent the afternoon with friends in Soho hotel enjoying our time together! Sunday cinema: Magic Mike XXL: OMG,Positive,2
School tomorrow more like fuck you.,Negative,0
@user bruh Kendrick got my head spinning in Black Friday with all his bars,Positive,2
Sep 6 1952 Greg @user Peck is very happy with the BLAZE OF GLORY casting. He considers @user a top dramatic actress.,Positive,2
@user the sun is out in Limerick and most definitely shining in Kerry. We almost in Ballybunion. Actual blue sky,Positive,2
What's On @ Chittering this weekend?  Chittering Valley Twilight Markets - Saturday 12th : see the Shire website...,Neutral,1
"""Droid Bionic pops up on Motorola site, looks set for September 8 release: Between the leaked ads, blurry photos ...",Negative,0
Asif I just got sacked by Everton for coming 6th reaching FA cup final and winning the Europa league #Mad,Negative,0
They put the days we missing on the news: 2 days from Christmas Break\u002c President\u2019s Day\u002c and we get out June 24. -______-,Neutral,1
